candidate,modifier,target,category
B008CE9DWW,fitted and red print and has a belt and is shorter,B0053X5B94,dress
B00BP3I0E4,is blue and long with sleeves and is elegant and long sleeved and longer in length,B00BMOURII,dress
B00D178UAG,less bold and too long and  one strapped,B00B30IRCY,dress
B003IHVHOK,Is a short black stripe cold shoulder and has one shoulder design and is shorter,B005OHAQNU,dress
B00EIK88G6,is shorter with royal blue tone and is more flowing and blue,B00D4FTIUQ,dress
B00FCEF00O,is black with a bohemian pattern. It has half sleeves and  darker and has longer sleeves,B00GNLSVVK,dress
B0007WFGWS,is beige very loos and one free shoulder and is darker and warmer,B005SN7E8A,dress
B00925CXK4,is darker with long sleeves and is black and long sleeved,B00E0NUBS4,dress
B007WA48E0,is black short dress and is much shorter,B005WNIKJI,dress
B00CIBOMZ8,is a yellow shirt style dress with a brown belt and belted,B008O4ZWWA,dress
B006KD9N6S,is shorter and light pink and It is more pink and sorter,B003IF6IDW,dress
B00FIZYWDS,has a brighter shade of color and is lighter,B00C0RKZQK,dress
B00DDVV6HY,a sleeveless v neck solid black and has thicker straps and is black,B00CI89BUW,dress
B007FG0WI2,has a more revealing neckline and is lighter blue and more revealing,B003XRN2TI,dress
B008VEPHW8,is red with rhinestones and is read and longer,B000LLOF6I,dress
B00CIQNITY,is light colored and tiny floral prints and has lighter colored Floral.,B00CI34V1Q,dress
B008BHS3UI,is short mini and sexy lady black and all black and tighter skirt,B0094GCIG0,dress
B0072IKU30,has long transparent sleeves and is more lacey and tighter,B00F4N07O2,dress
B00FJDYWAC,has black and white stripes and is longer and striped pattern and longer,B00E0CYF9G,dress
B007WATBHO,is longer and coral and is darker and longer,B008P45VFC,dress
B00AO1VSVK,is more wordy and less of a dress and is not a dress,B00ANK78WK,dress
B007U1GIAS,is less tight with sort sleeves and has longer sleeves and a higher neckline.,B008OPLI4U,dress
B0028RYM7A,is black and longer sleeves and has a Chinese art design,B006ON4KIK,dress
B009BJ5V1Y,is black and is longer and Is blalck and longer,B004MGVBPG,dress
B0088B32OO,is shorter and have longer sleeves and  brighter and has shorter sleeves,B00B7DZNG0,dress
B008ID8R60,has beige color at bottom and  and has sleeves,B00EZJ6ZJW,dress
B00979QTHS,has a white lace top and is less fitted and has white lining the top.,B0064VI2WW,dress
B0032XUKTI,chevron print spaghetti strap long dress and has spagetti straps and is much longer,B00BCQR6DA,dress
B0062FMQ0O,is white with black trim and sexy and white,B0060FHTM6,dress
B007ZPXM6W,has a oval neck with solid red toned and A solid red dress with higher neckline,B0081XK6GG,dress
B0035LDH7O,has a belted waist and an asymmetric neckline and shorter and darker colored.,B003QHXPSI,dress
B006LFOX4M,this is not a piece of clothing and product is text,B00BKU92T4,dress
B007TZZKRC,is sleeveless and wine colored and is black with thin straps,B003FST6AO,dress
B00BU9NDY0,is longer with more black shade and is darker with no sleeves,B00D535NN8,dress
B00BNN3BA4,is more transparent and is scooped neckline and straighter skirt.,B00BGH1G68,dress
B0087YZLIW,is more wild and loud and Is a shorter shift dress with a pattern.,B00ARFW3SU,dress
B007SV9DBQ,is grey colored and has longer sleeves and is lighter colored and has long sleeves,B00DI7BZI8,dress
B000YX9H5M,sleevleess and printed and is leather,B009Y6PZ9M,dress
B00FPHQVCY,is darker color and has shorter hem and has a black and with print,B00686OEZW,dress
B0074HOB0C,is longer with multicolored stripes and is looser,B006J9GJNS,dress
B009MB1LMO,is white with a black belt and is lighter in color,B007C7J5KK,dress
B00BGM35XK,is brighter and is strapless with a gradient lighter at the top and Is shorter and less flowing,B006DD4FOK,dress
B00D7OS16G,is black with white polka dots and spotted and no arms,B00A3UTF58,dress
B004DUM9QG,is orange and longer and is orange and longer,B009R3CYLO,dress
B007BZF7ZK,has more see through and is shorter in length,B009E2DVOC,dress
B00BV2VNJ8,is red and does not have a slit and is strapless,B00BV1WHHQ,dress
B00A1L7A56,the red color looks too bold and Is more revealing and less classic,B007NKX1DI,dress
B005ERT4OW,Is more casual with a scoop neck. and shirt and jeans,B00AA7DDYS,dress
B009VRTY8C,short blue dress and is shorter more see through and revealing,B00BXP18MK,dress
B006P55ZKE,is sexier and thinner straps and shorter,B008FVQTK6,dress
B009CH5AKC,has no sleeves and straps and is black with gold striping,B00B1JO4KG,dress
B00B89OLCK,is longer and black toned and is longer and v necked,B00B89JB0M,dress
B008Z91E3U,sleeved stripped black and orange dress and has buttons and a striped,B008CFE9ES,dress
B007RUZ7I6,is black and is more simple and is black and less vintage,B007V0B22M,dress
B008ZSNTES,Is darker with longer sleeves and is grey,B00EIQKV2Y,dress
B00G7H39YY,Is darker and is more animal-like and darker,B00B1P92MK,dress
B0035WTCA4,is more orange and flowing and is red and more flowy,B00CHO0TQC,dress
B006OI1PSI,is green with a large flower and is in green print with flowers.,B0088IMA2W,dress
B004USQGFQ,a pink dress with a tied waist and collar and is tighter and has a bow,B00BYN092Q,dress
B007WA2B7Q,is longer with green and yellow stripes and has longer sleevers and is lighted colored,B008P46ACU,dress
B00857SVFQ,is bright blue with a pink hem and longer and is looser,B008596Q1K,dress
B002AVZ57K,is white in color and has straps and is white and flowing,B00BLUQFM0,dress
B00EVPC3D2,is solid at the top and has a patterened bottom and has longer sleeves,B00FQQ0QXO,dress
B0077V74J0,is green and is strapless and green,B00B32ZGJE,dress
B00B513P1O,is flirtier and has a different pattern and has reds in the floral design.,B00B513P1E,dress
B008M0QZMW,sleeved pink short dress and Is  pink and less plain,B009EWH5DA,dress
B005IKQKAG,has stripes and is darker and is darker and has stripes,B005P78KEG,dress
B00480AS5K,is pink and has pockets and is pink and has pockets,B0007WFGWS,dress
B00B80TRKA,is similar but plain green. and green with flowing bottom,B0094KPB6K,dress
B00E94P2M4,is similar but has a police box picture on front and is blue and a tardis,B00D9JYTX8,dress
B00AFPZBUY,has short sleeves and pink and white stripes and skinny,B008IGR9VG,dress
B005DSAIHE,Is more blue and less pink and the dress is blue with designs and longer,B004HSN6O8,dress
B00EA3QWBY,longer sleeves and black and darker with sleeves,B00CJQI5KA,dress
B00684UXP4,has a tighter skirt and wider sleeves and is fitted and yellow belt,B00CISJPLC,dress
B004HEXH0U,is high low dress and more purple in colour and is sleeveless,B008PC5C5I,dress
B0066CUS6M,is less reavealing with mesh and is pink and black with a see through netting neckline.,B00BNV78ZK,dress
B005UXSVVM,shorter length and scoop neck and is more short and sexier,B005VTN6GU,dress
B00AM2HT78,is sleeves and is black with spaghetti straps.,B007ECBNEY,dress
B0039ITI44,has no straps with tie dye print and is red and sleeveless,B0083EC3VY,dress
B008VILBSI,is looser and a tube top and is brown,B00AIBYOW6,dress
B004X2HTFA,has shoulder straps and is all blue and is turquoise and less revealing,B007WFPSJE,dress
B00C92NRNY,is younger looking and more revealing and is more flowery and shorter,B004LLIRZE,dress
B003JQJM0G,has a u shaped neck with no sleeves and is sleeveless and scouped neck,B003BED1US,dress
B009S3FRHQ,KIs more whimsical and floral and is more floral and longer,B009S3IEO4,dress
B003ZYMRAY,is white and has lace trim and the dress is white with longer sleeves,B00BT8N1D0,dress
B00BS2076Q,is darker and has a tighter skirt and black with billowy sleeves,B00ANR3EQM,dress
B004LVNNLM,is solid lavender and is more blue,B006U1S1EA,dress
B0076PJ2T2,is longer and has shorter sleeves and Is purple with no sleeves,B002NN85O0,dress
B00E81C6PE,Is longer and has a striped pattern. and is black and white striped,B0097LQP52,dress
B00DJEQ77O,A blue and dark red tie dyed skirt and is a red and blue tie dye long skirt,B00D0AEFL2,dress
B006W1TYE4,is more revealing and is above the knee with lighter colors,B006UCQY4I,dress
B0098BUONK,has no sleeves and is pink on color and is pink colored with no sleeves,B005FUMTS6,dress
B00DPECFW4,Is more lace and premium and is white on top half of it,B00A1AJCV2,dress
B001RNN92A,is a brown sandal and is a flip flop,B002IY7GYO,dress
B00DWPDDE0,its red high neckline and tight fitting and has a side ruffle and no collar,B00CZ6YA3U,dress
B00925CZH0,is floral long and less revealing and is floral in blue and pink with longer drapes and shoulder straps.,B00925D14Q,dress
B0080E6XEU,has polka dots on it and has more polka dots,B00901GS0G,dress
B0094D087E,is longer and is a maxi dress in a light metallic color,B0085J4K4U,dress
B008DS0H7C, shorter and wider skirt and has long sleeves,B007Y2BSZI,dress
B00BSNK4BS,no comparison and is not a clothing item,B00C3CUPQW,dress
B008UWBCXY,they are the same and sheerer material and longer skirt,B008VIQW5U,dress
B00CQ7LKS6,is shorter and more floral and is shorter with a floral pattern,B004ATIQLW,dress
B0062FN12G,Is a cold shoulder asymmetrical white dress and  has polka dots and is sleeveless,B007Y38BHU,dress
B003FGW7MK,is sleeveless and brighter colored print and is colorful with straps,B007CDIFOQ,dress
B0035WTC7C,is white and shiny and is all white.,B00A1AJ9TW,dress
B009YMVV6W,is shorter and has lace and shorter and black,B0089IA550,dress
B00FE9T22Y,is strapless and has a striped bottom and has more stripes,B00C18GUVC,dress
B004DULO3K,is floral print with spagetti halter and has bright colors and a floral pattern,B004SKFM8S,dress
B008IGJD4W,is sheer square neck long white dress and is white with sleeves,B008IGINAC,dress
B005KOYR50,has both straps and is a skirt and has solid black,B008V5OKTI,dress
B005LJBWVG, black with picture on front and sleeves. and little longer and more red,B005TNPR9M,dress
B00CH38QMC,is longer and purple and yellow and has a squared neckline and is longer,B00CH35T9U,dress
B00B89PJ4E,is shorter with printed design and is more darker and more revealing,B00BI73ELQ,dress
B008ODSHA0,is sleeveless and a briter print and is more colorful and printed,B007SVFA4K,dress
B00C12LB8U,is shorter with a pattern and Is shorter and more shiny,B00BNN3BA4,dress
B00CTA0NEW, yellow and has no straps and is black,B005LC4IRI,dress
B00FGD88AA,does not have cold shoulder sleeves and Has no shoulders and is more colorful,B00DUH20M6,dress
B003ILZ4Q8,Is shorter and doesn't have long-sleeves and  without the fabric on bottom.,B003ILV2XC,dress
B009QW41TE,is lighter and is shorter and lighter,B00BRBTSJK,dress
B00AA0CT7C,is more shiner and blue shaded and shinier,B00E9E8YAQ,dress
B00763VR88,is more floral and more colorful and has a floral print and is a maxi,B00BKWY3M8,dress
B008PIFRR0,has no sleeves and more of an A-line and is sleeveless and more patterned,B00BNN8QGI,dress
B003SGXT38,is darker and is stripped and more off shoulder,B008P321MO,dress
B007XCS9F6,is longer and has strips and has straps and is different shades of blue and black,B007M8PBEI,dress
B0088OX4H6,has more grey and less autumn colored and is lighter in color and more of a summer dress,B003XT92YU,dress
B003XCJQAM,Is brighter and more floral and is more blue with more floral patterns,B004I7F0YW,dress
B00CC88A5U,is lighter and hot pink,B00A17VTVG,dress
B00C6XKSYW,is more of a solid black color and Has a different neckline and is a solid black color.,B0080BCXPQ,dress
B00BP407TO,N/A and has lace overlay and a narrow belt,B00AJLDUHA,dress
B00DOYXC36, and colorful with sleeves and  dolem sleeved,B00BXB7S5A,dress
B003IM3LXK,is more pinker and is shinier and less sheer,B003ILHHD6,dress
B00AVGH2PY,Is more satin and sexier and is darker red,B002UWIYTU,dress
B00DR7GMTG,Has a lighter color and is white,B00EY9K7PQ,dress
B00DDS2J32,has longer sleeves with more blue tone. and is blue and long-sleeved,B00BSWF93W,dress
B00DOLD2PC,none and white and black print,B00DOLD2M0,dress
B008P5OFHQ,is longer and is solid fuschia and is purple with straps,B008596N18,dress
B007CPTQ1A, pink and is red and shorteer,B005VTUDF2,dress
B007FKALOS,Is more blue and belted and is dark blue only with the waist strap.,B002TJQSWO,dress
B008VPXVTS,has a closed front and is belted and has a belt,B00CWZSI1O,dress
B009YMA3DY,is shinier and is more shiny,B00FFYR9Q4,dress
B008542KMO,hi-low length and is green and shorter,B009QW41TE,dress
B006BNPCQW,More blue and  brown floral patterned,B00AOHEVDG,dress
B00BWW2NLE,is coral longAND strapless and is red and longer,B00E7YNRQ4,dress
B007HKH8NI,is striped with green skirt and is stripped and solid green black and white and casual,B00D3ECZBW,dress
B00BY04CTA,is more revealing and Is more of a floral print with a strappy top.,B007MLVOVY,dress
B007DGP78E, black and is lighter and tighter,B0083TEEL6,dress
B00C2PT60Q,has long sleeves and shiny and Is brown and lace,B007VP29VU,dress
B008YE25AC,is shorter sleeved and solid pink and is more sexy and strapless,B00FL9390S,dress
B0091QUF86,is longer and has more fabric and is more cream and longer,B008YQKQJC,dress
B00BNH2M1E,is printed and has banded waist and is sleeveless and is a lighter solid color,B00BNH3QAA,dress
B007WHU8E2,is longer and is sleeveless and has shorter sleees,B008NFLVRU,dress
B008CFE9ES,more sleeves and a scoop neckline and is silver and long sleeved.,B008L0LH7G,dress
B00AXDA3T2,has shorter sleeves and is looser and longer,B00AQAAT46,dress
B008589FU0, and has ruffles and is less revealing at top,B007WA25BI,dress
B007EDU8PS,is black with a low neck and no sleeves and Sleeveless and looser with deeper v-neck,B00AKR46Y4,dress
B0068FQCXA,has shorter sleeves and is black and has more solid black in pattern,B0040JHGMC,dress
B00FFXYD6E,is long and black with white designs and is longer has thin straps and is black and white,B002ADKONS,dress
B00BG3NNWM, and it's a solid red. That has no train and It is more colorful and stripped,B006WM4OCU,dress
B004EPXWO8, and a longer hemline and is darker and has straps,B0035LDH7O,dress
B00BX9IHQG,is a tube top and has a stripy pattern and is strapless and lighter colored,B0073QR7U0,dress
B0097J0XFC,long white dress and  more gathered at waist and a solid color,B00ASWYG28,dress
B008DGYVU8,is a dark peach dress and is a lighter color,B008OIKMFI,dress
B007P6MD2U,has wide straps and is classier and is more purple,B004KHVL5C,dress
B006NU5T0W,pink in color with a neck strap and is hot pink sleeveless maxi with neck strap,B006NU5Z60,dress
B008ZXX9ZM,is longer and darker and slimmer and Is a pencil dress with three-quarter sleeves and round neck.,B00FBR27B2,dress
B00E1MDLU4,is blue and covers both shoulders and is blue and less revealing.,B00CL7Z762,dress
B00CL0KUU2,Is bright pink with long sleeves and is more red with longer sleeves,B00DQG1V80,dress
B00A36M400,is a solid color with lace and is purple and laced,B00A36NZMG,dress
B006C9OEHI,is a lighter pattern and is more colorful and different neckline,B007Y368XY,dress
B007SDKHPK,has a longer hem with larger floral print and more blue and strappy,B002L4JXE2,dress
B0057Z09XQ,is more white and longer and is looser fitting,B00BF3FAMY,dress
B00BNXYJG4,is pink colored and strapless and red and longer dress,B007IWZSWI,dress
